wave_number,items,patial,max_patial,date_start,date_endzone,mhe,wave_type
1056,1,40,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1057,4,160,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1058,3,120,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1059,1,40,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1060,3,105,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1061,1,40,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1062,1,80,3000,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1063,8,320,4400,23/10/2019,23/10/2019,NZONE04,PalletJack,NationalCase
1064,4,160,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1065,3,120,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1066,3,120,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1067,6,520,3000,18/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1068,2,960,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1069,1,480,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1070,1,480,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1071,3,1440,5760,17/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1072,1,480,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1073,29,1160,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1074,19,760,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1075,46,1840,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1076,35,1370,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1077,25,1000,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1078,11,440,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1079,40,1550,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1080,70,2635,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1081,37,1325,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1082,77,2890,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1083,35,1350,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1084,37,1415,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1085,62,2390,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1086,91,3610,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1087,1,40,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1088,19,2760,3000,21/10/2019,22/10/2019,NZONE04,PalletJack,NationalCase
1089,16,1220,3000,22/10/2019,22/10/2019,NZONE04,PalletJack,NationalCase
1090,6,230,3000,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1091,26,2010,3000,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1092,1,480,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1093,2,960,5760,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1094,2,960,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1095,2,960,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1096,3,1440,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1097,4,2400,5760,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1098,5,3840,5760,23/10/2019,23/10/2019,NZONE04,PalletJack,NationalCase
1099,3,2400,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1100,5,4320,5760,23/10/2019,23/10/2019,NZONE04,PalletJack,NationalCase
1101,4,1920,5760,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1102,3,660,5760,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1103,1,480,5760,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1104,12,5760,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1105,3,1020,5760,18/10/2019,18/10/2019,NZONE04,PalletJack,NationalCase
1106,1,3120,3000,17/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1107,111,4380,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1108,110,4400,4400,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1109,110,4400,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1110,110,4400,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1111,110,4365,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1112,110,4400,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1113,110,4400,4400,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1114,110,4400,4400,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1115,110,4370,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1116,110,4400,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1117,110,4400,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1118,30,2960,3000,22/10/2019,22/10/2019,NZONE04,PalletJack,NationalCase
1119,6,2960,3000,23/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1120,6,2880,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1121,17,3000,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1122,27,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1123,37,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1124,37,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1125,26,2980,3000,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1126,19,2960,3000,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1127,21,2800,3000,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1128,7,2920,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1129,26,3000,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1130,37,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1131,30,2940,3000,23/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1132,22,2960,3000,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1133,29,2705,3000,25/10/2019,25/10/2019,NZONE04,PalletJack,NationalCase
1134,21,2980,3000,23/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1135,10,3000,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1136,21,3000,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1137,33,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1138,37,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1139,18,2990,3000,23/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1140,33,3000,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1141,37,2960,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1142,21,2930,3000,23/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1143,29,3000,3000,23/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1144,7,2160,2400,22/10/2019,22/10/2019,NZONE04,PalletJack,NationalCase
1145,23,2400,2400,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1146,2,45,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1147,16,640,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1148,6,170,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1149,9,345,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1150,11,425,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1151,5,200,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1152,3,90,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1153,2,80,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1154,1,40,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1155,6,205,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1156,8,285,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1157,1,40,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1158,5,200,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1159,9,360,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1160,7,280,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1161,2,80,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1162,33,1320,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1163,9,360,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1164,2,80,4400,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1165,20,800,4400,23/10/2019,23/10/2019,NZONE04,PalletJack,NationalCase
1166,12,1400,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1167,3,320,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1168,53,2120,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1169,47,1880,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1170,44,1760,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1171,15,600,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1172,65,2600,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1173,76,3040,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1174,17,680,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1175,25,1000,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1176,25,965,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1177,80,3170,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1178,4,160,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1179,3,120,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1180,4,160,4400,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1181,2,80,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1182,4,2400,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1183,1,480,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1184,2,80,4400,18/10/2019,18/10/2019,NZONE04,PalletJack,NationalCase
1185,5,2160,3000,18/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1186,6,3000,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1187,6,2880,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1188,2,160,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1189,1,3560,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1190,2,2640,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1191,6,560,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1192,1,3960,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1193,1,3040,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1194,1,2440,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1195,3,2960,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1196,6,3000,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1197,9,3000,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1198,3,2120,3000,18/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1199,1,3040,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1200,1,2840,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1201,1,2800,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1202,1,2760,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1203,1,2160,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1204,1,2040,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1205,16,3000,3000,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1206,13,2960,3000,22/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1207,9,2880,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1208,8,2840,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1209,9,2840,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1210,6,660,3000,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1211,7,825,3000,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1212,1,60,3000,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1213,2,80,4400,07/10/2019,14/10/2019,NZONE04,PalletJack,NationalCase
1214,13,2695,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1215,2,1980,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1216,2,2660,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1217,13,1840,3000,22/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1218,2,2200,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1219,3,2600,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1220,5,2760,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1221,1,5040,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1222,23,2160,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1223,13,2880,3000,24/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1224,7,2960,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1225,1,120,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1226,1,4360,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1227,4,3000,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1228,16,1440,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1229,1,3320,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1230,2,2640,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1231,2,2360,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1232,1,4480,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1233,5,2840,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1234,7,2690,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1235,12,2980,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1236,19,2000,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1237,1,2760,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1238,3,2440,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1239,7,2880,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1240,14,2840,3000,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1241,2,2560,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1242,4,2680,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1243,13,2940,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1244,16,2360,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1245,3,2640,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1246,19,2985,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1247,17,2960,3000,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1248,7,2740,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1249,13,2960,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1250,17,2200,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1251,1,1680,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1252,2,2720,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1253,7,2910,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1254,15,2840,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1255,9,2920,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1256,15,3000,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1257,11,1840,3000,22/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1258,1,2200,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1259,2,2440,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1260,4,2880,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1261,11,2920,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1262,10,3000,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1263,6,2800,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1264,15,2895,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1265,17,2120,3000,22/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1266,1,2960,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1267,7,3000,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1268,15,3000,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1269,5,1755,2400,07/10/2019,14/10/2019,NZONE04,PalletJack,NationalCase
1270,2,700,2400,17/10/2019,17/10/2019,NZONE04,PalletJack,NationalCase
1271,9,5760,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1272,10,5280,5760,22/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1273,9,5280,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1274,54,2930,3000,25/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1275,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1276,3,120,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1277,1,40,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1278,1,40,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1279,2,80,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1280,2,80,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1281,5,135,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1282,8,270,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1283,8,305,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1284,2,80,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1285,3,105,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1286,2,65,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1287,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1288,2,65,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1289,2,80,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1290,2,65,4400,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1291,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1292,1,40,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1293,1,40,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1294,1,40,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1295,1,40,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1296,1,80,3000,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1297,16,640,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1298,41,1640,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1299,27,1050,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1300,56,2240,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1301,89,3410,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1302,55,2185,4400,24/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1303,24,960,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1304,42,1680,4400,25/10/2019,25/10/2019,NZONE04,PalletJack,NationalCase
1305,14,560,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1306,7,280,4400,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1307,3,2040,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1308,4,2440,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1309,6,2880,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1310,6,2920,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1311,27,2710,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1312,13,2490,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1313,1,480,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1314,6,5760,5760,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1315,12,5760,5760,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1316,3,1440,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1317,10,4680,5760,25/10/2019,25/10/2019,NZONE04,PalletJack,NationalCase
1318,3,1440,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1319,3,1440,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1320,8,5760,5760,24/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1321,2,960,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1322,1,480,5760,25/10/2019,25/10/2019,NZONE04,PalletJack,NationalCase
1323,8,320,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1324,5,200,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1325,8,320,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1326,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1327,9,360,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1328,8,320,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1329,2,80,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1330,11,440,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1331,2,80,4400,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1332,8,320,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1333,50,2000,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1334,68,2690,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1335,17,650,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1336,105,4170,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1337,110,4400,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1338,85,3400,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1339,9,360,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1340,18,685,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1341,36,1440,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1342,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1343,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1344,3,120,4400,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1345,7,265,4400,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1346,14,960,3000,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1347,9,590,3000,25/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1348,1,3200,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1349,1,3200,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1350,20,2390,3000,25/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1351,2,2850,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1352,12,920,3000,25/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1353,34,2770,3000,25/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1354,1,480,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1355,4,3360,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1356,1,480,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1357,1,960,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1358,2,960,5760,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1359,2,960,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1360,2,960,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1361,2,960,5760,21/10/2019,21/10/2019,NZONE04,PalletJack,NationalCase
1362,2,960,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1363,2,1440,5760,31/10/2019,31/10/2019,NZONE04,PalletJack,NationalCase
1364,2,960,5760,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1365,1,960,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1366,1,480,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1367,1,480,5760,30/10/2019,30/10/2019,NZONE04,PalletJack,NationalCase
1368,3,2220,5760,29/10/2019,29/10/2019,NZONE04,PalletJack,NationalCase
1369,1,480,5760,28/10/2019,28/10/2019,NZONE04,PalletJack,NationalCase
1370,6,2240,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1371,1,15600,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1372,1,14160,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1373,1,11280,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1374,1,9840,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1375,1,9360,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1376,21,2170,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1377,2,2710,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1378,4,2975,3000,23/10/2019,04/11/2019,NZONE04,PalletJack,NationalCase
1379,15,3000,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1380,16,2970,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1381,27,2930,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
1382,6,2480,3000,24/10/2019,01/11/2019,NZONE04,PalletJack,NationalCase
