wave_number,items,patial,max_patial,date_start,date_endzone,mhe,wave_type
2320,6,3360,5760,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2321,4,1920,5760,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2322,9,5280,5760,04/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2323,6,2880,5760,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2324,2,960,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2325,1,480,5760,30/10/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2326,2,1440,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2327,2,960,5760,30/10/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2328,2,1920,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2329,7,5280,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2330,7,5760,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2331,6,5280,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2332,1,480,5760,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
2333,4,160,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2334,3,120,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2335,5,200,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2336,13,520,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2337,10,400,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2338,6,240,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2339,16,640,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2340,11,440,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2341,6,240,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2342,14,545,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2343,21,760,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2344,32,1220,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2345,11,380,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2346,20,730,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2347,12,480,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2348,22,880,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2349,10,370,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2350,12,480,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2351,12,445,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2352,3,85,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2353,2,80,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2354,3,120,4400,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2355,2,80,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2356,1,40,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2357,1,40,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2358,14,1600,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2359,1,80,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2360,12,1120,3000,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2361,8,840,3000,07/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2362,22,2580,3000,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2363,25,2990,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2364,21,1720,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2365,36,2530,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2366,10,895,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2367,6,430,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2368,6,560,2400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2369,2,100,2400,04/11/2019,05/11/2019,NZONE04,PalletJack,NationalCase
2370,6,3840,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2371,4,1920,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2372,11,5760,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2373,10,4800,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2374,10,4800,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2375,9,5280,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2376,5,2400,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2377,5,2400,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2378,4,1920,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2379,11,2920,3000,08/11/2019,08/11/2019,NZONE04,PalletJack,NationalCase
2380,2,200,3000,04/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2381,1,5320,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2382,1,3720,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2383,1,80,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2384,1,6040,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2385,1,5840,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2386,1,4200,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2387,9,2960,3000,05/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2388,9,1320,3000,04/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2389,1,3600,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2390,5,2215,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2391,1,1880,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2392,1,1680,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2393,2,2400,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2394,7,2960,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2395,18,2540,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2396,11,1840,3000,05/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2397,1,40,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2398,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2399,2,50,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2400,4,160,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2401,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2402,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2403,1,40,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2404,3,90,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2405,8,255,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2406,6,130,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2407,8,230,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2408,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2409,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2410,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2411,2,65,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2412,4,160,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2413,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2414,2,80,4400,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2415,4,160,4400,08/11/2019,08/11/2019,NZONE04,PalletJack,NationalCase
2416,3,120,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2417,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2418,2,60,3000,08/11/2019,08/11/2019,NZONE04,PalletJack,NationalCase
2419,1,50,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
2420,1,50,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2421,2,160,3000,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2422,3,70,3000,08/11/2019,08/11/2019,NZONE04,PalletJack,NationalCase
2423,1,40,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2424,20,800,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2425,1,40,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2426,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2427,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2428,15,600,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2429,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2430,17,680,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2431,1,10,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2432,2,30,3000,06/11/2019,06/11/2019,NZONE04,PalletJack,NationalCase
2433,1,80,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2434,2,30,3000,06/11/2019,06/11/2019,NZONE04,PalletJack,NationalCase
2435,2,95,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2436,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2437,3,120,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2438,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2439,10,340,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2440,30,1200,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2441,10,400,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2442,4,920,3000,05/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2443,4,1920,5760,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2444,2,1920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2445,7,3360,5760,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2446,10,5280,5760,04/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2447,4,2880,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2448,1,480,5760,04/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2449,1,960,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2450,4,1920,5760,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2451,3,1920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2452,2,1440,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2453,6,3360,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2454,7,4200,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2455,3,1920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2456,11,5280,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2457,4,2880,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2458,12,5760,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2459,2,1440,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2460,5,3360,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2461,8,4920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2462,5,3840,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2463,1,480,5760,25/10/2019,25/10/2019,NZONE04,PalletJack,NationalCase
2464,7,280,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2465,17,680,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2466,18,720,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2467,24,960,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2468,23,920,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2469,26,1040,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2470,30,1200,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2471,30,1200,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2472,17,405,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2473,33,1225,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2474,36,1405,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2475,10,400,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2476,25,905,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2477,17,680,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2478,21,810,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2479,12,430,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2480,18,720,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2481,22,845,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2482,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2483,3,120,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2484,4,60,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2485,4,160,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2486,25,2640,3000,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2487,9,700,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2488,3,395,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2489,2,160,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2490,2,125,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2491,2,60,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2492,13,1020,3000,06/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2493,18,1600,3000,06/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2494,20,1565,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2495,1,10,2400,06/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2496,2,1440,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2497,2,960,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2498,4,1920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2499,3,2400,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2500,3,1920,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2501,2,960,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2502,4,2400,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2503,3,2400,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2504,1,960,5760,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2505,2,960,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2506,1,480,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2507,8,3840,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2508,1,480,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2509,6,2880,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2510,20,2995,3000,08/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2511,9,3000,3000,08/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2512,16,2915,3000,08/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2513,15,2805,3000,08/11/2019,08/11/2019,NZONE04,PalletJack,NationalCase
2514,12,1605,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2515,31,2940,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2516,15,600,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2517,32,1280,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2518,32,1280,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2519,45,3000,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2520,36,2980,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2521,65,2995,3000,08/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2522,51,2965,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2523,48,2995,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2524,44,2990,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2525,76,2990,3000,08/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2526,67,3000,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2527,75,2970,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2528,31,1100,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2529,3,120,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2530,1,40,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2531,2,80,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2532,2,80,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2533,7,280,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2534,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2535,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2536,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2537,14,355,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2538,22,550,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2539,22,715,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2540,14,235,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2541,6,240,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2542,2,80,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2543,2,50,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2544,3,85,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2545,5,120,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2546,3,105,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2547,3,90,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2548,2,50,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2549,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2550,2,20,3000,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2551,1,80,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2552,1,80,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2553,2,160,3000,01/11/2019,01/11/2019,NZONE04,PalletJack,NationalCase
2554,8,320,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2555,8,320,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2556,10,400,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2557,20,800,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2558,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2559,9,360,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2560,4,160,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2561,1,40,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2562,17,680,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2563,3,85,4400,12/11/2019,12/11/2019,NZONE04,PalletJack,NationalCase
2564,10,140,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2565,3,70,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2566,2,65,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2567,5,75,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2568,4,115,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2569,2,80,4400,01/10/2019,10/10/2019,NZONE04,PalletJack,NationalCase
2570,18,810,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2571,5,255,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2572,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2573,7,280,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2574,4,160,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2575,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2576,13,490,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2577,4,160,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2578,4,70,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2579,6,240,4400,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2580,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2581,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2582,21,1760,3000,05/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2583,21,1800,3000,08/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2584,4,2840,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2585,8,2800,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2586,2,2080,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2587,6,1600,3000,07/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2588,10,1560,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2589,2,1840,3000,07/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2590,10,2640,3000,07/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2591,6,1000,3000,07/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2592,17,1730,3000,08/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2593,12,1275,3000,08/11/2019,17/11/2019,NZONE04,PalletJack,NationalCase
2594,16,2250,3000,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
2595,9,3000,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2596,1,50,3000,08/11/2019,17/11/2019,NZONE04,PalletJack,NationalCase
2597,9,3000,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2598,14,1715,3000,08/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2599,4,2760,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2600,3,2800,3000,06/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2601,11,3000,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2602,12,2130,3000,08/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
2603,10,5280,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2604,2,960,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2605,6,3360,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2606,7,3360,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2607,6,2880,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2608,7,3360,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2609,3,1440,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2610,2,960,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2611,6,2880,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2612,1,480,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2613,2,1440,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2614,1,480,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2615,2,80,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2616,16,640,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2617,10,400,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2618,15,600,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2619,13,520,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2620,9,360,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2621,13,520,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2622,16,640,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2623,20,800,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2624,62,1495,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2625,73,1505,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2626,76,2505,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2627,68,985,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2628,82,1520,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2629,14,530,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2630,42,1090,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2631,66,1175,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2632,80,1715,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2633,19,390,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2634,2,65,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2635,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2636,2,80,4400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2637,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2638,1,40,4400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2639,6,2900,3000,07/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2640,11,1040,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2641,10,1560,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2642,82,2950,3000,18/11/2019,18/11/2019,NZONE04,PalletJack,NationalCase
2643,19,1250,3000,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2644,53,1680,3000,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2645,1,80,2400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2646,3,320,2400,14/11/2019,14/11/2019,NZONE04,PalletJack,NationalCase
2647,2,180,2400,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
2648,2,960,5760,15/11/2019,15/11/2019,NZONE04,PalletJack,NationalCase
